Year,Facility ID,Hospital Name,Hospital County,Hospital Region,IQI Code,IQI Value,Total Cases,Numerator,Observed Rate,Expected Rate,Risk Adjusted Rate,Lower 95CI RAR,Upper 95CI RAR,Compare to State,Compare to National
2010,1639,MOUNT SINAI HOSPITALITAL - MOUNT SINAI HOSPITALITAL OF QUEENS,Queens,SI/Queens,IQI16,Heart Failure Mortality Rate,351,17,48.43,28.28,73.19,42.64,117.19,NS,NS
2010,1639,MOUNT SINAI HOSPITALITAL - MOUNT SINAI HOSPITALITAL OF QUEENS,Queens,SI/Queens,IQI20,Pneumonia Mortality Rate,341,22,64.52,42.71,77.82,48.77,117.82,NS,NS
2010,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI18,Gastrointestinal Hemorrhage Mortality Rate,113,4,35.4,31.03,33.95,9.25,86.92,NS,NS
2010,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",331,50,151.06,,,,,,
2010,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1540,214,138.96,,,,,,
2010,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI16,Heart Failure Mortality Rate,319,5,15.67,21.58,31.04,10.08,72.44,NS,NS
2010,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",287,47,163.76,,,,,,
2010,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI21,"Cesarean Delivery Rate, Uncomplicated",1827,454,248.49,,,,,,
2010,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI23,Laparoscopic Cholecystectomy Rate,143,124,867.13,,,,,,
2010,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI24,Incidental Appendectomy in the Elderly Rate,55,0,0,,,,,,
2010,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI20,Pneumonia Mortality Rate,223,7,31.39,29.38,55.05,22.13,113.42,NS,NS
2010,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI20,Pneumonia Mortality Rate,208,15,72.12,37.05,100.27,56.12,165.38,Above,Above
2010,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",58,15,258.62,138.32,147.16,82.36,242.71,Above,Above
2010,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI19,Hip Fracture Mortality Rate,64,2,31.25,30.07,33.26,4.03,120.14,NS,NS
2010,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI24,Incidental Appendectomy in the Elderly Rate,42,1,23.81,,,,,,
2010,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI16,Heart Failure Mortality Rate,129,5,38.76,29.13,56.86,18.46,132.69,NS,NS
2010,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI18,Gastrointestinal Hemorrhage Mortality Rate,141,3,21.28,17.55,36.08,7.44,105.43,NS,NS
2010,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI23,Laparoscopic Cholecystectomy Rate,59,57,966.1,,,,,,
2010,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,58,15,258.62,140.18,128.08,71.69,211.25,Above,Above
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI21,"Cesarean Delivery Rate, Uncomplicated",2482,943,379.94,,,,,,
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",554,20,36.1,,,,,,
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI18,Gastrointestinal Hemorrhage Mortality Rate,203,8,39.41,34.82,33.68,14.54,66.37,NS,NS
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI24,Incidental Appendectomy in the Elderly Rate,111,1,9.01,,,,,,
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI14,Hip Replacement Mortality Rate,42,0,0,1.59,0,0,2.18,NS,NS
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI25,Bilateral Cardiac Catheterization Rate,150,0,0,,,,,,
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",619,23,37.16,,,,,,
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI16,Heart Failure Mortality Rate,260,12,46.15,36.22,54.44,28.13,95.1,NS,NS
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1928,409,212.14,,,,,,
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI20,Pneumonia Mortality Rate,284,17,59.86,53.74,57.39,33.43,91.89,NS,NS
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI23,Laparoscopic Cholecystectomy Rate,95,65,684.21,,,,,,
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI19,Hip Fracture Mortality Rate,60,4,66.67,41.19,51.8,14.11,132.62,NS,NS
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,53,8,150.94,130.88,80.06,34.57,157.76,NS,NS
2010,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",53,8,150.94,128.47,92.48,39.92,182.21,NS,NS
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI20,Pneumonia Mortality Rate,471,31,65.82,44.08,76.92,52.26,109.18,Above,Above
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI23,Laparoscopic Cholecystectomy Rate,215,202,939.53,,,,,,
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",326,73,223.93,,,,,,
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",366,76,207.65,,,,,,
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI18,Gastrointestinal Hemorrhage Mortality Rate,361,16,44.32,20.94,62.99,36,102.29,Above,Above
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI13,Craniotomy Mortality Rate,62,7,112.9,57.77,101.86,40.95,209.87,NS,NS
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI16,Heart Failure Mortality Rate,525,27,51.43,31.34,70.11,46.2,102.01,Above,Above
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI21,"Cesarean Delivery Rate, Uncomplicated",2702,509,188.38,,,,,,
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI19,Hip Fracture Mortality Rate,206,5,24.27,33.33,23.31,7.57,54.4,NS,NS
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI11D,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Endovascular,33,0,0,10.17,0,0,5.22,Below,Below
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,635,50,78.74,58.4,93.61,69.48,123.41,Above,Above
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",2376,256,107.74,,,,,,
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",586,46,78.5,60.17,102.67,75.17,136.95,NS,NS
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,44,1,22.73,49.62,22.67,0.57,126.28,NS,NS
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI31,Carotid Endarterectomy Mortality Rate,77,1,12.99,4.23,15.55,0.39,86.63,NS,NS
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI14,Hip Replacement Mortality Rate,97,0,0,1.97,0,0,1.76,NS,NS
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI24,Incidental Appendectomy in the Elderly Rate,246,1,4.07,,,,,,
2010,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI25,Bilateral Cardiac Catheterization Rate,1784,4,2.24,,,,,,
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI19,Hip Fracture Mortality Rate,100,0,0,27.92,0,0,4.2,Below,Below
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",307,25,81.43,56.41,113.61,73.52,167.71,NS,NS
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI18,Gastrointestinal Hemorrhage Mortality Rate,378,7,18.52,23.59,23.36,9.39,48.14,NS,NS
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI21,"Cesarean Delivery Rate, Uncomplicated",3677,1125,305.96,,,,,,
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI20,Pneumonia Mortality Rate,425,10,23.53,39.76,30.48,14.62,56.06,NS,NS
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",680,112,164.71,,,,,,
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",3110,651,209.32,,,,,,
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",567,93,164.02,,,,,,
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI25,Bilateral Cardiac Catheterization Rate,994,17,17.1,,,,,,
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI31,Carotid Endarterectomy Mortality Rate,44,1,22.73,4.51,25.53,0.65,142.27,NS,NS
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI14,Hip Replacement Mortality Rate,143,0,0,0.92,0,0,3.77,NS,NS
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI24,Incidental Appendectomy in the Elderly Rate,250,12,48,,,,,,
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI23,Laparoscopic Cholecystectomy Rate,114,101,885.96,,,,,,
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,410,27,65.85,52.04,87.84,57.89,127.81,NS,NS
2010,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI16,Heart Failure Mortality Rate,1081,39,36.08,28.25,54.58,38.81,74.61,NS,NS
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",140,19,135.71,109.88,97.21,58.53,151.8,NS,NS
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI20,Pneumonia Mortality Rate,499,23,46.09,38.21,62.15,39.4,93.26,NS,NS
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1943,454,233.66,,,,,,
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI24,Incidental Appendectomy in the Elderly Rate,318,4,12.58,,,,,,
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,142,19,133.8,109.46,84.86,51.09,132.52,NS,NS
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI14,Hip Replacement Mortality Rate,272,0,0,0.82,0,0,4.23,NS,NS
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI18,Gastrointestinal Hemorrhage Mortality Rate,293,2,6.83,19.11,10.63,1.29,38.39,NS,NS
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",381,36,94.49,,,,,,
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI23,Laparoscopic Cholecystectomy Rate,169,139,822.49,,,,,,
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",415,38,91.57,,,,,,
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI16,Heart Failure Mortality Rate,577,29,50.26,32.87,65.35,43.76,93.85,Above,Above
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI25,Bilateral Cardiac Catheterization Rate,95,0,0,,,,,,
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI19,Hip Fracture Mortality Rate,220,7,31.82,25.92,39.29,15.8,80.95,NS,NS
2010,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI21,"Cesarean Delivery Rate, Uncomplicated",2324,799,343.8,,,,,,
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI23,Laparoscopic Cholecystectomy Rate,148,144,972.97,,,,,,
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",43,4,93.02,154.02,47.53,12.95,121.71,NS,NS
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI21,"Cesarean Delivery Rate, Uncomplicated",2176,702,322.61,,,,,,
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI18,Gastrointestinal Hemorrhage Mortality Rate,208,3,14.42,31.51,13.62,2.81,39.81,NS,NS
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",361,31,85.87,,,,,,
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,46,5,108.7,156.27,48.29,15.68,112.69,NS,NS
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI20,Pneumonia Mortality Rate,327,15,45.87,48.41,48.82,27.32,80.52,NS,NS
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI19,Hip Fracture Mortality Rate,68,1,14.71,38.04,12.37,0.31,68.93,NS,NS
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",384,34,88.54,,,,,,
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI24,Incidental Appendectomy in the Elderly Rate,81,0,0,,,,,,
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI16,Heart Failure Mortality Rate,310,6,19.35,34.11,24.24,8.9,52.77,NS,NS
2010,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1815,372,204.96,,,,,,
2009,0,National,,,IQI24,Incidental Appendectomy in the Elderly Rate,,,10.93,,,,,,
2009,0,Statewide,,,IQI23,Laparoscopic Cholecystectomy Rate,19256,16087,835.43,,,,,,
2009,0,National,,,IQI23,Laparoscopic Cholecystectomy Rate,,,843.81,,,,,,
2009,0,Statewide,,,IQI09,Pancreatic Resection Mortality Rate,1246,45,36.12,,,,,,
2009,0,National,,,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",,,179.47,,,,,,
2009,0,Statewide,,,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",179620,36424,202.78,,,,,,
2009,0,Statewide,,,IQI08,Esophageal Resection Mortality Rate,347,17,48.99,,,,,,
2009,0,Statewide,,,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",33361,3598,107.85,,,,,,
2009,0,National,,,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",,,90.57,,,,,,
2009,0,National,,,IQI09,Pancreatic Resection Mortality Rate,,,34.03,,,,,,
2009,0,Statewide,,,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",22897,1776,77.56,,,,,,
2009,0,National,,,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",,,63.95,,,,,,
2009,0,National,,,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",,,89.95,,,,,,
2009,0,Statewide,,,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",38228,3991,104.4,,,,,,
2009,0,National,,,IQI21,"Cesarean Delivery Rate, Uncomplicated",,,300.06,,,,,,
2009,0,Statewide,,,IQI24,Incidental Appendectomy in the Elderly Rate,26131,205,7.85,,,,,,
2009,0,National,,,IQI08,Esophageal Resection Mortality Rate,,,50.06,,,,,,
2009,0,Statewide,,,IQI20,Pneumonia Mortality Rate,54727,2777,50.74,,,,,,
2009,0,National,,,IQI20,Pneumonia Mortality Rate,,,40.22,,,,,,
2009,0,Statewide,,,IQI31,Carotid Endarterectomy Mortality Rate,5302,28,5.28,,,,,,
2009,0,Statewide,,,IQI21,"Cesarean Delivery Rate, Uncomplicated",212981,66187,310.76,,,,,,
2009,0,National,,,IQI31,Carotid Endarterectomy Mortality Rate,,,4.01,,,,,,
2009,0,Statewide,,,IQI19,Hip Fracture Mortality Rate,14534,544,37.43,,,,,,
2009,0,National,,,IQI19,Hip Fracture Mortality Rate,,,27.8,,,,,,
2009,0,Statewide,,,IQI18,Gastrointestinal Hemorrhage Mortality Rate,32175,977,30.37,,,,,,
2009,0,National,,,IQI18,Gastrointestinal Hemorrhage Mortality Rate,,,24.12,,,,,,
2009,0,National,,,IQI16,Heart Failure Mortality Rate,,,33.3,,,,,,
2009,0,Statewide,,,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,30910,2142,69.3,,,,,,
2009,0,National,,,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,,,60.69,,,,,,
2009,0,Statewide,,,IQI16,Heart Failure Mortality Rate,66401,2852,42.95,,,,,,
2009,0,Statewide,,,IQI14,Hip Replacement Mortality Rate,16189,16,0.99,,,,,,
2009,0,National,,,IQI14,Hip Replacement Mortality Rate,,,0.95,,,,,,
2009,0,National,,,IQI13,Craniotomy Mortality Rate,,,57.01,,,,,,
2009,0,Statewide,,,IQI11D,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Endovascular,1780,32,17.98,,,,,,
2009,0,National,,,IQI11D,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Endovascular,,,8.25,,,,,,
2009,0,Statewide,,,IQI11C,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Ruptured Endovascular,102,27,264.71,,,,,,
2009,0,National,,,IQI11C,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Ruptured Endovascular,,,235.21,,,,,,
2009,0,Statewide,,,IQI11B,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Open,450,32,71.11,,,,,,
2009,0,National,,,IQI11B,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Open,,,46.82,,,,,,
2009,0,Statewide,,,IQI11A,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Ruptured Open,119,50,420.17,,,,,,
2009,0,National,,,IQI11A,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Ruptured Open,,,374.17,,,,,,
2009,0,Statewide,,,IQI13,Craniotomy Mortality Rate,9286,552,59.44,,,,,,
2009,0,Statewide,,,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,2446,138,56.42,,,,,,
2009,0,National,,,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,,,41.23,,,,,,
2009,0,Statewide,,,IQI09B,Pancreatic Resection Mortality Rate without Pancreatic Cancer Dx,550,24,43.64,,,,,,
2009,0,National,,,IQI09B,Pancreatic Resection Mortality Rate without Pancreatic Cancer Dx,,,27.37,,,,,,
2009,0,Statewide,,,IQI09A,Pancreatic Resection Mortality Rate with Pancreatic Cancer Dx,696,21,30.17,,,,,,
2009,0,Statewide,,,IQI25,Bilateral Cardiac Catheterization Rate,74083,1053,14.21,,,,,,
2009,0,National,,,IQI09A,Pancreatic Resection Mortality Rate with Pancreatic Cancer Dx,,,38.74,,,,,,
2009,0,National,,,IQI25,Bilateral Cardiac Catheterization Rate,,,14.12,,,,,,
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI24,Incidental Appendectomy in the Elderly Rate,412,2,4.85,,,,,,
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI25,Bilateral Cardiac Catheterization Rate,933,17,18.22,,,,,,
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI13,Craniotomy Mortality Rate,373,23,61.66,51.21,71.57,45.37,107.39,NS,NS
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI19,Hip Fracture Mortality Rate,82,5,60.98,42.98,53.1,17.24,123.92,NS,NS
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI16,Heart Failure Mortality Rate,418,9,21.53,26.95,34.31,15.69,65.13,NS,NS
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI14,Hip Replacement Mortality Rate,180,1,5.56,0.67,8.18,0.21,45.59,NS,NS
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",379,42,110.82,,,,,,
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI31,Carotid Endarterectomy Mortality Rate,251,1,3.98,4.37,4.81,0.12,26.82,NS,NS
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1340,351,261.94,,,,,,
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI18,Gastrointestinal Hemorrhage Mortality Rate,225,8,35.56,25.18,42.88,18.51,84.5,NS,NS
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,210,8,38.1,34.66,62.02,26.77,122.2,NS,NS
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI23,Laparoscopic Cholecystectomy Rate,221,152,687.78,,,,,,
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI20,Pneumonia Mortality Rate,337,7,20.77,32.24,32.69,13.14,67.36,NS,NS
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",307,36,117.26,,,,,,
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI09,Pancreatic Resection Mortality Rate,40,1,25,27.18,33.22,0.84,185.11,NS,NS
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI21,"Cesarean Delivery Rate, Uncomplicated",1647,622,377.66,,,,,,
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",196,12,61.22,59.56,79.73,41.2,139.28,NS,NS
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,487,30,61.6,58.06,73.52,49.6,104.96,NS,NS
2009,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI11D,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Endovascular,175,3,17.14,14.38,21.43,4.42,62.64,NS,NS
2009,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI24,Incidental Appendectomy in the Elderly Rate,117,5,42.74,,,,,,
2009,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI16,Heart Failure Mortality Rate,154,4,25.97,26.52,42.06,11.46,107.69,NS,NS
2009,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI20,Pneumonia Mortality Rate,221,10,45.25,32.71,70.2,33.66,129.09,NS,NS
2009,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI18,Gastrointestinal Hemorrhage Mortality Rate,99,7,70.71,20.67,103.87,41.76,214.02,Above,Above
2009,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI23,Laparoscopic Cholecystectomy Rate,83,73,879.52,,,,,,
2009,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI19,Hip Fracture Mortality Rate,84,2,23.81,24.52,36.34,4.4,131.28,NS,NS
2009,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI14,Hip Replacement Mortality Rate,58,0,0,0.6,0,0,6,NS,NS
2009,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI13,Craniotomy Mortality Rate,54,2,37.04,37.52,58.69,7.11,211.99,NS,NS
2009,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI24,Incidental Appendectomy in the Elderly Rate,433,11,25.4,,,,,,
2009,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI09,Pancreatic Resection Mortality Rate,34,0,0,32.63,0,0,4.06,Below,Below
2009,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI31,Carotid Endarterectomy Mortality Rate,129,0,0,8.05,0,0,2.41,Below,Below
2009,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",362,50,138.12,,,,,,
2009,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI16,Heart Failure Mortality Rate,578,21,36.33,42.46,36.75,22.75,56.18,NS,NS
